Diameter (microns),Velocity (m/s)
39.5102719743577,11.8627621091934
99.4951816116084,19.8970199142966
68.7700083819067,23.342478690495
63.9974655476438,16.4953039464599
76.6248376160309,26.9449099785667
80.5449658784364,16.0788308528523
62.1423440640877,9.99188347318663
79.1543205812986,15.9580443364871
56.0499861373159,17.2136235039901
21.3103302223814,16.9251483712322
101.026077171817,18.1281200254215
82.2111607234457,30.9267491440045
60.7442770500648,18.8191159609883
107.512389392073,22.9262342404659
100.014680740027,23.9671137393871
100.287704928434,17.9739754515452
68.2089838754109,24.1504027484109
69.3829727211045,17.6278314579826
88.3037076181462,25.0343070890545
84.1960728606968,13.9671623076252
52.4477100566719,17.8087719038545
41.6235893575337,17.0722617189736
110.86615028522,15.8477475262837
59.1962218296412,19.2142964581208
58.4816093233709,19.4182772646924
83.8182768467814,16.3096702424531
106.9474919165,16.8363499800695
95.9876535712362,20.4602516505731
82.2972434030978,17.248814120069
37.8637989244524,20.8058275470685
86.886728574572,26.2477463680361
60.3395075035057,25.965021103368
65.1449420394935,20.5032218462022
66.4892681750172,18.9464560851634
61.664294274412,24.3905096946178
62.0811116158501,15.4553542754697
48.3719810322593,20.4971904701028
74.8468144098842,19.0025496313918
62.4846067152933,24.3076616863996
79.249076561132,20.5095740178317
41.1854003191074,17.0354248989393
77.6125043629753,22.0707374224179
83.4533310548871,22.3786460719094
85.6612367696218,21.2691322099198
50.8080321399503,12.0808775560658
65.1521782927027,10.7599040196189
23.7471347448893,8.16225147776767
65.0639242075122,15.417920469963
105.47605996138,20.2213786168728
78.7485579371424,14.5759499957472
84.8371469410639,18.9269942573113
36.5759434372214,16.3256182766922
59.8839526725902,15.1121816273304
55.8844916109748,15.6973694153818
66.1183223831028,12.7470585539011
45.427617920272,12.0242644452882
72.3098714305408,16.8372410884622
65.5896313502272,20.3089935803382
82.2674899852923,20.9042054303407
32.1974284157622,21.6485751678076
84.5572442787229,14.363393186856
66.4229512650771,12.700595459962
103.17749340119,23.9618144599514
79.7310817805668,18.5136607707102
75.6506853052924,26.8395595890387
97.2083380315724,20.9924940199194
87.1876484736834,20.8759007259192
33.5535192820125,12.3087179010582
73.5954898294881,27.8419062317806
80.4988207603881,20.5197998467547
68.3190868991399,20.6958528394875
83.5114810648173,23.0208757304571
83.5060582122265,25.6548867328407
70.3329383786299,18.3890404075194
50.0763675793371,24.3604795593435
66.6764237821582,17.8936257628473
78.3357207255211,19.3337377086403
59.2517022909345,18.1350181723112
95.3597152016442,25.2337915084015
42.1921357271902,20.8516915462598
117.541143863529,19.0148262212196
76.7958512674527,14.5025866870136
61.2487438631652,18.5795630269818
67.1992807659675,19.5877277517965
88.8926050829622,24.8310052632618
92.846748408135,19.457319839794
67.4611431542505,16.7239075509133
55.3923210538146,12.7879688762083
60.6182568868377,17.5610224670883
39.2610414541267,18.7634013532891
92.3589141028188,16.4074452428633
93.8857165921529,20.7807965964562
84.1278363707269,18.4279701840938
91.6863208458562,19.5167632922628
79.8884609111825,18.6529739104277
63.8446167956377,10.4945074655963
100.045002455416,15.9562553505339
81.3419456473596,18.9812305547107
38.0926100724452,12.9352538567818
99.1216642515102,21.7548223316304
69.2748457522582,24.6908775226516
77.645095188614,25.7704702794578
43.585272070395,22.9651008556063
51.6072545587598,14.2109136310993
75.5567995518122,25.7412091192488
83.7955517488654,24.2117926271148
39.6918900486139,15.8014180588087
65.2108727430211,22.4856098832883
69.6796953913652,21.3990618430842
71.62780183817,22.8766953091688
81.7361938246293,22.8596731057555
43.2315232890594,15.3590293535931
73.0496897141349,21.3972402890571
88.6508354156334,19.7979605113658
57.5702871614874,17.3248522353697
54.8044728510269,16.7207167501955
63.1929877469471,15.6264391661938
68.1459520584829,17.3638979351114
88.8202060006084,16.8323461617746
89.6916216739775,23.8955767813985
78.1548778317617,20.7047260419114
79.0311936237834,21.8093156534348
68.1315487288421,18.6510750303256
66.8391714800826,19.7321742752852
59.2630977481477,19.4414776654832
91.5631609563056,22.4809802660503
74.2871540718994,19.2002177670394
52.2037070806456,11.8949745108172
70.3236718555845,17.3414123370574
113.840713518939,17.2155097781685
78.778165541237,21.7363268613428
59.6481266987113,13.234782807026
86.836828078444,18.6153733938105
96.2875111917316,18.087117373361
91.0201489036827,19.461800465838
86.7423441483561,20.6309139652472
89.2039910080786,20.3137909891783
76.32127051006,21.0297344996428
58.8535144418535,18.5916793327384
59.7506425150102,16.9783073247353
72.7589358055031,21.9695628100919
64.5571834368771,19.5389947644596
82.0530786571953,24.3515335627347
75.0707098497518,13.6447536508475
61.3616603756917,20.6383577103307
