Diameter (microns),Velocity (m/s)
73.0288124059141,29.9731929825846
151.86614855307,0.192206664276732
141.032658624952,6.15641985596278
137.53799650062,6.02697735084355
85.7517746583807,5.18499712687236
113.495174544721,1.51399171043068
112.457428311289,-23.1827016510759
153.324970274432,-18.0894782814298
143.381558474194,11.1861110010866
145.236335185249,11.0721882988035
143.329949507578,12.6209965469702
122.410236431785,-25.8199304248927
94.8104966827722,18.6339333430541
166.870997468727,2.86075413160517
97.1770605505903,7.86554687692171
142.685697125082,0.095711320899838
109.763256542216,-3.21198346729417
146.941799694931,6.41237475437058
119.275264945532,-9.43572534800963
82.6451608335542,-6.20956755420276
135.491070167298,6.3213160479315
102.568805403776,1.14386421750682
74.2922204904336,-4.65822742030722
113.86238341582,4.13453550546302
127.214572027385,19.3931461377648
138.984561454791,1.07599764837092
150.860959574242,-6.04011212171789
141.839749452267,-10.3614200810073
106.499932013453,1.27109092668234
138.045630643442,-19.2514579990089
99.0401736638093,-25.7278407712672
115.367649158095,-5.36802483371228
122.128788990945,11.1138500467962
149.758991356123,9.73311935652065
102.755478979706,-21.9878297523559
126.991804604803,11.7696638301451
133.038439695424,3.69120465935257
157.486250590761,22.0530503418156
80.8748992520264,-21.4585765422016
122.512298907004,-20.8002511158917
93.4482242095844,4.86132714429175
110.13198727371,-14.0388147838075
158.480658062302,16.3507372546096
119.755334650456,-14.0230633059576
180.486969724664,10.7889226930816
104.182065407938,-19.9817628782098
106.501730020795,-7.09952682413351
126.258189728121,11.3936226119729
142.541031537852,1.07244123755767
151.54035513884,13.4652666213787
62.3140903801812,6.3230599545289
122.762961503886,-12.9369352720105
102.528336053808,2.17860877639186
121.971561657011,32.8498052043873
93.5866123260379,14.7669873171786
129.940745013282,8.90851701484725
172.776704687888,1.76240340537648
116.931867273913,-25.0565108382069
162.283086631994,9.32221341908633
79.0571624320579,-39.8529660820458
99.7768337842381,-4.04130589836719
146.265013794433,29.9157958567014
110.916620923671,2.08075204424069
62.389091232562,-9.4117019016615
162.179102575648,1.15659086239291
112.63164098609,-4.89232368663394
132.083415263627,6.73725904487582
114.100976726705,9.82579762102713
114.909839014164,-7.35358602738462
143.530346666076,-29.6041697134433
100.197527396816,15.0522022307992
99.4222007445742,2.63694372396973
162.292828385275,-20.2451845086873
113.031225841386,-6.35650495440681
104.724078209164,-3.86739623222975
146.503791183872,1.58413860719939
156.733999548367,-3.22115580140917
144.53133937767,24.1095229933637
117.55601906089,-7.67299903410187
170.392363846228,4.27584077426087
85.8569195403367,-24.0472899242938
96.3160608146062,-14.7068137707348
170.615493418479,-5.78184343279081
106.589267188415,20.6045175864007
74.4157840259401,11.5538037192942
127.329504173057,35.2717831857706
157.231103522114,1.89590108182521
75.889405975376,14.3122011287956
130.659926992071,0.393454585939058
135.960898934225,-13.1284506392177
143.462379156413,-13.0685508908691
130.782043810754,-6.17390611350548
87.2605008153918,2.10871153969087
163.709363317263,12.3536961153839
110.20289345219,-4.26373261138707
113.763783671314,25.1783497194436
116.976917825455,-2.22759312223999
130.194408179006,1.45006770155248
74.4044595086534,14.9174150662756
138.761437553728,23.3689981329445
92.9837920841975,0.08671999740139
86.2024729485979,14.2677648138847
117.890752072297,-14.2000821839053
92.4629703752534,6.44913343496205
128.931823660377,0.395464853848202
111.507312463059,-26.9176078320279
135.303797860277,-11.1912647115251
84.8829514418528,19.8252096240955
124.399871351293,-5.58697974267033
133.570910112825,5.49002421168527
72.7947478004576,-3.77049411365253
159.867972715441,-26.5251265720492
134.394093071608,16.1220530488747
152.033464750545,38.6851232977253
106.998842732918,-28.1692411027311
115.40214886167,21.0847389251715
84.9911946795855,-30.7001019205711
48.2487882379013,22.1272583749025
123.116922804605,-7.34011783844273
121.198932443083,-0.239429587152635
135.986382730951,3.81539699785979
121.603160758308,-9.76276332698257
119.425679437798,-14.8240328348027
101.163548900287,4.95933798055894
81.6054549506251,2.59422135180693
116.167284238752,3.76718678758167
121.28785202351,-14.5146051755856
146.527178880109,-17.1917267721356
97.2836292984485,8.62145502517866
181.525210009303,2.62569505984002
182.482622517236,-11.2608724178721
84.3300503929272,37.3781234600314
106.097338481064,17.3901948368651
102.007079451298,30.5897881958015
159.270989278275,9.40164208135096
126.409653633816,-11.2536966670579
145.228615500296,1.77907371058175
82.7760483570801,26.9073631038869
195.852597164852,10.3470486800255
183.486129992755,9.48116708883044
129.589996352364,2.1717637644982
118.284693107086,-10.4549296840236
115.494838657494,9.01246147288611
57.499993552181,-12.296725163065
108.101615621994,-44.8277993777971
135.561727939029,39.2494228308168
122.760732807986,-4.50448701964547
160.724935076185,1.32716926014529
81.1422734195211,9.27059297759007
149.095566274196,-10.3800239219878
148.987101656462,-4.72314116378068
162.362772404038,18.3766053463922
122.981356639702,5.06047956152184
123.852448541538,-19.0792219883665
148.329928154042,-1.60030264614607
140.174393186186,-38.0896158462869
119.169082766398,-2.66388274051108
138.573161885622,13.4296284683016
111.010067857405,-3.64050343852388
68.5947617558701,-2.49111151460388
101.13476546863,-14.8608342088671
147.959275511547,-3.93276806914054
133.011355171501,-0.515680646532384
117.766614664344,-13.6402354083634
135.044931550005,-12.6215365232862
118.187224523589,11.7839590623682
109.264316230325,-24.0842158553838
129.175474037859,-12.3552976209719
149.074593164004,0.201563021356438
123.934944673059,4.22360595261582
111.124575077919,-20.9541665260635
122.678293432849,17.9479073312346
120.577777385926,10.5441147016274
137.608268410854,-20.4776464463407
110.49926246345,2.82564220198511
118.115867161524,2.33178130878709
147.847985717141,3.66675358402021
113.496090146778,8.26606637154863
162.949674099795,-16.4023157673265
178.193529989651,-25.9388293507845
130.998558952834,-5.6226248214203
137.665901192051,11.3852962320135
120.972765730393,-9.31398586899579
154.234411487555,4.20364676150879
109.708496244513,18.5808811381037
118.456287578595,24.2841910783866
127.207988986868,-24.8438894886072
121.728772735638,19.5526056654267
155.56736758852,3.90427757169797
98.8410036369504,-19.2635917094533
146.450818046098,28.2057564581329
143.158049926776,7.2721845039971
135.525797836184,-24.5215608029968
63.9184026740102,3.73860555917572
118.381024183138,0.972223993089989
83.6058721632316,5.15600485182417
137.118666238728,-17.5385773733513
140.76971849609,14.8801413592771
88.7001095496833,-2.64049283255484
126.732732093726,19.1528419834752
173.941303516193,-18.025281885057
159.484418223651,22.4599509660583
93.684352689702,-1.88371108694103
140.778905278884,5.49859486531499
104.279279935923,-21.1138338776497
91.7775898076027,11.2646057302261
150.112706546783,7.14836973381761
147.947585450544,-18.1492612971209
127.621976120825,-11.7900340905491
181.534322556217,-17.6176250036936
131.470559966337,16.06231406783
116.57700932115,21.1140277861833
104.197466796765,30.5431104363538
53.8469984997931,-8.19652376281749
75.4334229471773,15.2899255782765
122.799118210874,12.2919274244551
137.631874611285,-5.45206869252826
80.8392691850905,5.2173790623238
121.644054811767,19.466958455546
114.363808845729,-2.53270806369477
130.045192817136,-3.8423822545261
128.14529243755,-10.304274936903
142.290645900901,14.2851257248589
99.6664128846147,2.91205959758005
168.149974677626,-13.9939607181558
153.410645131801,-24.9235931801807
122.853717687083,-14.1120504456478
136.032158444082,-2.87455368420446
99.0831190582532,-16.2140281251567
140.985413271718,15.7156430875564
169.556827893279,-19.2994597202401
140.419145037896,9.52391175256533
133.585078199155,4.76460697427612
189.040982556073,-15.3979614924474
172.758250596072,10.2685163776045
126.604602399914,-1.78113797699507
53.2133912369682,-22.32838043625
125.070992205946,4.40233701540766
130.599948455695,-2.08454490375384
66.3233317911505,-22.0947884414429
123.039788072277,-2.05193444152465
130.464293049021,-8.15658879619406
72.8825773142506,-13.6042688738706
108.01859256081,-11.4183353835561
100.174171523966,-17.1681247343682
126.887579945357,1.80108671516823
138.594594458507,5.9642964023452
165.298510299205,18.1130123911904
129.163125288555,-0.357917120382448
154.604777896953,15.1307483148807
150.706969161765,29.0314255142217
146.902866534984,7.26320285016613
186.549627295003,0.930909149157477
165.519071700595,5.75191043809544
133.172695034514,-10.1199895332934
176.05007481824,-11.2089084656181
108.401654057812,-11.0651983070263
156.351753229256,19.4748995714605
128.685501854754,-10.3167309425424
104.767049927116,7.16308488275208
